Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES,Label_ILD,Label_Edema,Label_Pleural,Label_Embolism
Chlorothiazide,"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",2720.0,Both,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,1,0,0
Chlorpromazine,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  V.d
                
V - Pleural and/or pericardial involvement

                    V.d - Pleural/pericardial effusion, ANA positive (DI lupus)                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)                


                  IX.b
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.b - Respiratory dyskinesia                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.b
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.b - Antiphospholipid antibodies w/wo the APL syndrome                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",2726.0,Both,chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,0,1,1
Chlorpropamide,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",2727.0,Pneumotox_only,chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1,0,0,0
Cibenzoline,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",2747.0,Pneumotox_only,cibenzoline,c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,1,0,0,0
Cilostazol,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)",2754.0,Both,cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1,0,0,0
Cimetidine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)",2756.0,Both,cimetidine,CN=C(NC#N)NCCSCc1[nH]cnc1C,1,0,0,0
Ciprofloxacin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)",2764.0,Both,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1,0,0,0
Cisapride,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",6917698.0,Both,cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,0,0,0,0
Cladribine,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  XIII.b
                
XIII - Neoplastic conditions

                    XIII.b - Lymphoproliferative disease (pulmonary, endobronchial, endothoracic)                


                  XV.k
                
XV - Pathology

                    XV.k - Path: Desquamative interstitial pneumonia (DIP-pattern)                


                  XVII.b
                
XVII - Infections & related conditions

                    XVII.b - Opportunistic pulmonary/systemic infections                


                  XVII.e
                
XVII - Infections & related conditions

                    XVII.e - Pneumocystis jiroveci pneumonia                


                  XVII.g
                
XVII - Infections & related conditions

                    XVII.g - Tuberculosis (pulmonary, pulmonary, extrapulmonary or disseminated). Reactivation or de novo                


                  XVII.j
                
XVII - Infections & related conditions

                    XVII.j - Mucormycosis (pulmonary, tracheobronchial or systemic)                


                  XVII.q
                
XVII - Infections & related conditions

                    XVII.q - Viral pneumonia",20279.0,Both,cladribine,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,1,0,0,0
Clarithromycin,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.h
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.h - Eosinophilic granulomatosis with polyangiitis (Churg-Strauss)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction",84029.0,Both,clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1,0,0,0
Clazosentan,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic                


                  II.h
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.h - Overload pulmonary edema (including  posttransfusional (TACO))                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)",6433095.0,Pneumotox_only,clazosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,0,1,1,0
Clenbuterol,"XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",2783.0,Pneumotox_only,clenbuterol,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0,0,0,0
Clevidipine,"II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)",153994.0,Both,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,0,1,0,0
Clindamycin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea                


                  XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",2786.0,Both,clindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,1,0,0,0
Clofarabine,"X.c
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.c - Capillary leak syndrome (CLS)",119182.0,Both,clofarabine,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,0,0,0,0
Clofazimine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  XV.u
                
XV - Pathology

                    XV.u - Path: Crystal storage disease",2794.0,Pneumotox_only,clofazimine,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1,0,0,0
Clofibrate,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)",2796.0,Pneumotox_only,clofibrate,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,0,0,0
Clomipramine,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)                


                  XII.ay
                
XII - Cardiovascular involvement / toxicity

                    XII.ay - Coronary (artery) vasculitis                


                  XV.cb
                
XV - Pathology

                    XV.cb - Path: Lymphocytic myocarditis                


                  XV.cc
                
XV - Pathology

                    XV.cc - Path: Eosinophilic myocarditis                


                  XV.cm
                
XV - Pathology

                    XV.cm - Path: Coronary vasculitis w/wo eosinophilia",2801.0,Both,clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1,0,0,0
Clonazepam,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea",2802.0,Both,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0,0,0,0
Clonidine,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  XII.e
                
XII - Cardiovascular involvement / toxicity

                    XII.e - Takotsubo (stress) cardiomyopathy",2803.0,Both,clonidine,Clc1cccc(Cl)c1NC1=NCCN1,0,0,0,0
Clopidogrel,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.c
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.c - Hemoptysis                


                  V.e
                
V - Pleural and/or pericardial involvement

                    V.e - Hemothorax - Serosanguineous pleural effusion                


                  V.n
                
V - Pleural and/or pericardial involvement

                    V.n - Hemopericardium - Bloody pericardial effusion                


                  VI.f
                
VI - Pulmonary vasculopathies

                    VI.f - Hemolytic and uremic syndrome (HUS). See also under Xaf                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  VIII.k
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.k - Submucosal airway petechiae/hemorrhage                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  X.q
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.q - Systemic inflammatory response                


                  XI.k
                
XI - Miscellaneous

                    XI.k - Esophageal hematoma (may cause chest pain and/or tracheal compression)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XIX.c
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.c - BAL: An excess proportion of eosinophils",60606.0,Both,clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1,1,1,0
Clozapine,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.m
                
V - Pleural and/or pericardial involvement

                    V.m - Pleuropericarditis - Pleuropericardial effusion (ANA unknown or negative)                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  IX.f
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.f - Hiccup                


                  X.e
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.e - Autoimmunity-Autoimmune conditions (+ANA, +anti-ds-DNA, +ANCAs, other auto-Abs)                


                  X.o
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.o - Neutrophilic dermatosis (Pyoderma, Sweet syndrome)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XI.g
                
XI - Miscellaneous

                    XI.g - Aspiration, aspiration pneumonia (w/wo demonstrable pharyngeal dysmotility)                


                  XI.n
                
XI - Miscellaneous

                    XI.n - Neutropenia, agranulocytosis (w/wo infection/sepsis)                


                  XI.ak
                
XI - Miscellaneous

                    XI.ak - Sialorrhea - Drooling                


                  XII.d
                
XII - Cardiovascular involvement / toxicity

                    XII.d - Myocarditis (can be fulminant)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.h
                
XII - Cardiovascular involvement / toxicity

                    XII.h - Eosinophilic myocarditis                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XV.cb
                
XV - Pathology

                    XV.cb - Path: Lymphocytic myocarditis                


                  XV.cc
                
XV - Pathology

                    XV.cc - Path: Eosinophilic myocarditis",135398737.0,Both,clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1,0,1,1
Codeine,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.f
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.f - Hypoxemia, low oxygen saturation (may occur in isolation)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",5284371.0,Both,codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0,1,0,0
Colchicine,"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  VII.h
                
VII - Mediastinal involvement

                    VII.h - Pneumomediastinum                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",6167.0,Both,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0,1,0,0
Colistimethate,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea",216258.0,Both,colistimethate,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CCNCS(=O)(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)[O-])NC1=O)C(C)O,0,0,0,0
Cortisone,"XV.i
                
XV - Pathology

                    XV.i - Path: Pneumocyte atypia (reactive epithelial cells) (a.k.a. the ""Napoleon Hat"" sign)",5745.0,Both,cortisone,CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,0,0,0,0
Crizotinib,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  III.h
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.h - Major/massive hemoptysis                


                  V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  XI.w
                
XI - Miscellaneous

                    XI.w - Cavitation/necrosis of lung tumor or metastases                


                  XII.ag
                
XII - Cardiovascular involvement / toxicity

                    XII.ag - Bradycardia                


                  XII.ai
                
XII - Cardiovascular involvement / toxicity

                    XII.ai - Cardiotoxicity                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)                


                  XVI.af
                
XVI - Imaging

                    XVI.af - Imaging: Lung cysts or bullae (see also XVI ah/bf)                


                  XIX.a
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.a - BAL: An excess proportion of lymphocytes",11626560.0,Both,crizotinib,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1,1,1,0
Cyanide,"XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea                


                  XI.bi
                
XI - Miscellaneous

                    XI.bi - Cyanide poisoning",5975.0,Pneumotox_only,cyanide,[C-]#N,0,0,0,0
Cyclodextrin,"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",320760.0,Pneumotox_only,cyclodextrin,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,0,1,0,0
Cyclophosphamide,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.x
                
I - Interstitial/parenchymal lung disease

                    I.x - Pleuroparenchymal fibroelastosis (PPFE)                


                  I.aa
                
I - Interstitial/parenchymal lung disease

                    I.aa - Delayed ILD, -pneumonitis, -fibrosis                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.c
                
V - Pleural and/or pericardial involvement

                    V.c - Pleural thickening - Fibrothorax                


                  V.f
                
V - Pleural and/or pericardial involvement

                    V.f - Pneumothorax                


                  VI.c
                
VI - Pulmonary vasculopathies

                    VI.c - Pulmonary veno-occlusive disease                


                  IX.f
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.f - Hiccup                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XI.c
                
XI - Miscellaneous

                    XI.c - Pleuritic chest pain                


                  XI.p
                
XI - Miscellaneous

                    XI.p - Chest deformity: platythorax                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.c
                
XII - Cardiovascular involvement / toxicity

                    XII.c - Pericardial effusion (w/wo tamponade)                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)                


                  XV.h
                
XV - Pathology

                    XV.h - Path: NSIP-fibrotic pattern                


                  XV.i
                
XV - Pathology

                    XV.i - Path: Pneumocyte atypia (reactive epithelial cells) (a.k.a. the ""Napoleon Hat"" sign)                


                  XV.ak
                
XV - Pathology

                    XV.ak - Path: Pulmonary veno-occlusive disease (PVOD)                


                  XV.ap
                
XV - Pathology

                    XV.ap - Path: Pleuroparenchymal fibrosis/fibroelastosis (PPFE)                


                  XVI.ap
                
XVI - Imaging

                    XVI.ap - Imaging: Pleural thickening w/wo rounded atelectasis                


                  XVI.bl
                
XVI - Imaging

                    XVI.bl - Imaging: An area or areas of avid tracer uptake in the lung/chest on 18F-PET scan                


                  XVII.b
                
XVII - Infections & related conditions

                    XVII.b - Opportunistic pulmonary/systemic infections                


                  XVII.e
                
XVII - Infections & related conditions

                    XVII.e - Pneumocystis jiroveci pneumonia                


                  XVII.q
                
XVII - Infections & related conditions

                    XVII.q - Viral pneumonia                


                  XIX.a
                
XIX - Cytological, biochemical features of/in BAL, pleural fluid or FNA

                    XIX.a - BAL: An excess proportion of lymphocytes",2907.0,Both,cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,1,1,1,0
Cyclopropylfentanyl,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",137332271.0,Pneumotox_only,cyclopropylfentanyl,O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0,0,0,0
