Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES,Label_ILD,Label_Edema,Label_Pleural,Label_Embolism,DrugBank_ID,KEGG_ID
Malathion,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",4004.0,Pneumotox_only,malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0,0,0,0,,
Masitinib,"X.h
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.h - Eosinophilic granulomatosis with polyangiitis (Churg-Strauss)",10074640.0,Pneumotox_only,masitinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,0,0,0,0,,
Mephedrone,"XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",45266826.0,Pneumotox_only,mephedrone,CNC(C)C(=O)c1ccc(C)cc1,0,0,0,0,,
Mephenytoin,"VII.a
                
VII - Mediastinal involvement

                    VII.a - Lymphadenopathy (intrathoracic)",4060.0,Both,mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O,0,0,0,0,,
Metaflumizone,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",11614934.0,Pneumotox_only,metaflumizone,N#Cc1ccc(CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,0,0,0,0,,
Methohexital,"VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)",9034.0,Both,methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0,0,0,0,,
Methoxetamine,"XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning",52911279.0,Pneumotox_only,methoxetamine,CCNC1(c2cccc(OC)c2)CCCCC1=O,0,0,0,0,,
Methyl chloride,"XIV.c
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.c - Carboxyhemoglobinemia",6327.0,Pneumotox_only,methyl chloride,CCl,0,0,0,0,,
Methylone,"XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.f
                
XII - Cardiovascular involvement / toxicity

                    XII.f - Cardiomyopathy (acute, subacute, chronic)                


                  XV.bs
                
XV - Pathology

                    XV.bs - Path: Striated heart muscle damage",45789647.0,Pneumotox_only,methylone,CNC(C)C(=O)c1ccc2c(c1)OCO2,0,0,0,0,,
Methylprednisolone,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",6741.0,Both,methylprednisolone,CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1,0,0,0,0,,
Metoclopramide,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  IX.b
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.b - Respiratory dyskinesia                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia                


                  XIV.b
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.b - Sulfhemoglobinemia",4168.0,Both,metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0,0,0,0,,
Miconazole,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",4189.0,Both,miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,0,0,0,,
Midazolam,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VIII.z
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.z - An increased bite force                


                  IX.f
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.f - Hiccup                


                  IX.g
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.g - Hyperpnea - Hyperventilation - Low PaCO2                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest",4192.0,Both,midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,0,0,0,0,,
Mirabegron,"IX.a
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.a - Diaphragm/inspiratory muscle weakness/paralysis (w/wo ARF)",9865528.0,Both,mirabegron,Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,0,0,0,0,,
Mitotane,"IX.h
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.h - Dyspnea, unexplained otherwise",4211.0,Both,mitotane,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0,0,0,0,,
Moxalactam,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",47499.0,Pneumotox_only,moxalactam,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)COC21,0,0,0,0,,
Moxidectin,"XXIV.i
                
XXIV - Veterinary medicine

                    XXIV.i - Veterinary: Respiratory/Ventilatory depression",9832912.0,Pneumotox_only,moxidectin,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,0,0,0,0,,
Moxifloxacin,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",152946.0,Both,moxifloxacin,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0,0,0,,
Naftidrofuryl,"IV.b
                
IV - Airway involvement

                    IV.b - Bronchospasm and angioedema",4417.0,Pneumotox_only,naftidrofuryl,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,0,0,0,0,,
Nebivolol,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",71301.0,Both,nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0,0,0,0,,
Niacin,"XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",938.0,Both,niacin,O=C(O)c1cccnc1,0,0,0,0,,
Nicorandil,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",47528.0,Both,nicorandil,O=C(NCCO[N+](=O)[O-])c1cccnc1,0,0,0,0,,
Nitrazepam,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",4506.0,Both,nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0,0,0,0,,
Olmesartan,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)",158781.0,Both,olmesartan,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,0,0,,
Olsalazine,"X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)",22419.0,Both,olsalazine,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0,0,0,0,,
Omapatrilat,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",656629.0,Pneumotox_only,omapatrilat,O=C(NC1CCSC2CCCC(C(=O)O)N2C1=O)C(S)Cc1ccccc1,0,0,0,0,,
Oxaprozin,"IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)",4614.0,Both,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0,0,0,0,,
Oxetorone,"XI.ba
                
XI - Miscellaneous

                    XI.ba - Nonrespiratory AE of interest                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension                


                  XII.p
                
XII - Cardiovascular involvement / toxicity

                    XII.p - QTc prolongation                


                  XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)",36846.0,Pneumotox_only,oxetorone,CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21,0,0,0,0,,
Oxymorphone,"X.af
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.af - Thrombotic microangiopathy",5284604.0,Both,oxymorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0,0,0,0,,
Pancrelipase,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)",8519.0,Both,pancrelipase,O=C([O-])C1C2CCC(O2)C1C(=O)[O-],0,0,0,0,,
Para-dichlorobenzene,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",4685.0,Pneumotox_only,para-dichlorobenzene,Clc1ccc(Cl)cc1,0,0,0,0,,
Patent blue,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",77074.0,Pneumotox_only,patent blue,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(O)c(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,0,0,0,0,,
Perampanel,"XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension                


                  XII.ag
                
XII - Cardiovascular involvement / toxicity

                    XII.ag - Bradycardia",9924495.0,Both,perampanel,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,0,0,0,0,,
Permethrin,"XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea",40326.0,Pneumotox_only,permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0,0,0,0,,
Phenacetin,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia                


                  XIV.b
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.b - Sulfhemoglobinemia",4754.0,Pneumotox_only,phenacetin,CCOc1ccc(NC(C)=O)cc1,0,0,0,0,,
Phenazopyridine,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia                


                  XIV.b
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.b - Sulfhemoglobinemia",4756.0,Pneumotox_only,phenazopyridine,Nc1ccc(N=Nc2ccccc2)c(N)n1,0,0,0,0,,
Phencyclidine,"XI.g
                
XI - Miscellaneous

                    XI.g - Aspiration, aspiration pneumonia (w/wo demonstrable pharyngeal dysmotility)",6468.0,Both,phencyclidine,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,0,0,0,0,,
Phenobarbital,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  XII.h
                
XII - Cardiovascular involvement / toxicity

                    XII.h - Eosinophilic myocarditis                


                  XV.bt
                
XV - Pathology

                    XV.bt - Path: Histiocytic proliferation",4763.0,Both,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,0,0,0,,
Phenprocoumon,"III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  VIII.q
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.q - Tongue involvement (edema, glossitis, hematoma)",54680692.0,Pneumotox_only,phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0,0,0,0,,
Pholcodine,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)",5311356.0,Pneumotox_only,pholcodine,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,0,0,0,0,,
Piperazine,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",4837.0,Pneumotox_only,piperazine,C1CNCCN1,0,0,0,0,,
Pramipexole,"IX.f
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.f - Hiccup                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.b
                
XII - Cardiovascular involvement / toxicity

                    XII.b - Valvular heart disease and/or dysfunction",119570.0,Both,pramipexole,CCCNC1CCc2nc(N)sc2C1,0,0,0,0,,
Prasugrel,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",6918456.0,Both,prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0,0,0,0,,
Prazosin,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",4893.0,Both,prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0,0,0,0,,
Prednisone,"X.n
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.n - Tumor lysis syndrome (TLS)                


                  XVII.e
                
XVII - Infections & related conditions

                    XVII.e - Pneumocystis jiroveci pneumonia",5865.0,Both,prednisone,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,0,0,0,0,,
Primidone,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  XII.as
                
XII - Cardiovascular involvement / toxicity

                    XII.as - Giant cell myocarditis",4909.0,Both,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,0,0,0,0,,
Propafenone,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.q
                
IV - Airway involvement

                    IV.q - Reactive airway dysfunction syndrome (RADS)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",4932.0,Both,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,0,0,0,0,,
Propane,"VIII.d
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.d - Thermal (burns, frostbite), chemical or caustic injury on the face, mouth, tongue, pharynx or upper airway                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XI.s
                
XI - Miscellaneous

                    XI.s - Sniffing death - Death from inhalation of compound",6334.0,Pneumotox_only,propane,CCC,0,0,0,0,,
Propanil,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",4933.0,Pneumotox_only,propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0,0,0,0,,
Propanol,,1031.0,Pneumotox_only,propanol,CCCO,0,0,0,0,,
Propylene glycol,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  X.u
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.u - Multiple organ dysfunction/failure (MODS/MOF)                


                  XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea",1030.0,Both,propylene glycol,CC(O)CO,0,0,0,0,,
Psyllium,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.b
                
IV - Airway involvement

                    IV.b - Bronchospasm and angioedema                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  IV.aa
                
IV - Airway involvement

                    IV.aa - Occupational asthma                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XV.aa
                
XV - Pathology

                    XV.aa - Path: Foreign body bronchiolitis (see also IVi)",181572.0,Pneumotox_only,psyllium,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,0,0,0,0,,
Pyrazinamide,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",1046.0,Both,pyrazinamide,NC(=O)c1cnccn1,0,0,0,0,,
Pyribenzamine,"XV.q
                
XV - Pathology

                    XV.q - Path: Foreign body deposits/granulomatous reaction",44370233.0,Pneumotox_only,pyribenzamine,c1ccc(CN(CCN2CC2)c2ccccn2)cc1,0,0,0,0,,
Raltegravir,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",23668479.0,Both,raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1,0,0,0,0,,
Ranitidine,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.aa
                
IV - Airway involvement

                    IV.aa - Occupational asthma                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  XII.h
                
XII - Cardiovascular involvement / toxicity

                    XII.h - Eosinophilic myocarditis",3001055.0,Both,ranitidine,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0,0,0,0,,
Ranolazine,"IX.h
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.h - Dyspnea, unexplained otherwise",56959.0,Both,ranolazine,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,0,0,0,0,,
Rapacuronium,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma",5311399.0,Pneumotox_only,rapacuronium,C=CC[N+]1(C2CC3C4CCC5CC(OC(C)=O)C(N6CCCCC6)CC5(C)C4CCC3(C)C2OC(=O)CC)CCCCC1,0,0,0,0,,
Remdesivir,"XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)                


                  XII.ag
                
XII - Cardiovascular involvement / toxicity

                    XII.ag - Bradycardia",121304016.0,Both,remdesivir,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,0,0,0,0,,
Rifamycin SV,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",6324616.0,Pneumotox_only,rifamycin sv,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0,0,0,,
Rivastigmine,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)",77991.0,Both,rivastigmine,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,0,0,0,0,,
Sacubitril,"IV.d
                
IV - Airway involvement

                    IV.d - Cough (lone)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",9811834.0,Pneumotox_only,sacubitril,CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,0,0,0,0,,
Saxagliptin,"VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)",11235729.0,Both,saxagliptin,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,0,0,0,0,,
Scopolamine,"XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)",5184.0,Both,scopolamine,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0,0,0,0,,
Semaglutide,"XI.g
                
XI - Miscellaneous

                    XI.g - Aspiration, aspiration pneumonia (w/wo demonstrable pharyngeal dysmotility)",56843331.0,Pneumotox_only,semaglutide,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(NC(=O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(N)Cc1c[nH]cn1)C(C)O)C(C)O)C(C)C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)C(C)C,0,0,0,0,,
Sodium oxybate,"IX.e
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.e - Disordered breathing pattern incl. Cheyne-Stokes respiration                


                  IX.p
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.p - Disordered breathing during sleep - Sleep apnea                


                  IX.u
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.u - Central sleep apnea",23663870.0,Both,oxybate,O=C([O-])CCCO,0,0,0,0,,
Spironolactone,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",5833.0,Both,spironolactone,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,0,0,0,0,,
Strychnine,"IX.c
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.c - Chest wall muscle rigidity - Stiff/wooden chest                


                  XI.d
                
XI - Miscellaneous

                    XI.d - Metabolic acidosis (incl. lactic acidosis/-gap). May cause hyperpnea/dyspnea",441071.0,Pneumotox_only,strychnine,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,0,0,0,0,,
Sufentanil,"IV.e
                
IV - Airway involvement

                    IV.e - Cough (acute, violent, explosive)                


                  VIII.h
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.h - Vocal cord dysfunction, adduction, closure, injury                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",41693.0,Both,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0,0,0,0,,
Sulfacetamide,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",5320.0,Pneumotox_only,sulfacetamide,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,0,0,0,,
Sulfadiazine,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",5215.0,Pneumotox_only,sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0,0,0,0,,
Sulfanilamide,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia                


                  XIV.b
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.b - Sulfhemoglobinemia",5333.0,Pneumotox_only,sulfanilamide,Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,,
Sulfoxone,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",5351.0,Pneumotox_only,sulfoxone,O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,0,0,0,0,,
Sulthiame,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",5356.0,Pneumotox_only,sulthiame,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,0,0,0,0,,
