smiles,Drug_Name,Pattern,PubChem_ID,Source,norm,is_perfect_dups,indexes
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Levofloxacin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IX.g
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.g - Hyperpnea - Hyperventilation - Low PaCO2                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",149096,Both,levofloxacin,False,"[447, 1623]"
OCC(O)C(O)C(O)C(O)CO,Mannitol,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",6251,Both,mannitol,False,"[469, 1296, 1793]"
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,Meperidine,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)",4058,Both,meperidine,False,"[481, 633]"
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,Meropenem,"I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",441130,Both,meropenem,False,"[485, 1534]"
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,Methylergometrine,"XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction",8226,Pneumotox_only,methylergometrine,False,"[507, 508]"
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,Mitomycin C,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  I.h
                
I - Interstitial/parenchymal lung disease

                    I.h - Subclinical pulmonary infiltrates/ILD                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.v
                
I - Interstitial/parenchymal lung disease

                    I.v - Abnormal lung function/pulmonary physiology (PFTs) without necessarily imaging or clinical evidence                


                  I.w
                
I - Interstitial/parenchymal lung disease

                    I.w - Rapidly progressive ILD/pulmonary fibrosis (Hamman-Rich syndrome)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.c
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.c - ARDS and the hemolytic-uremic syndrome (HUS)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  VI.b
                
VI - Pulmonary vasculopathies

                    VI.b - Pulmonary arterial hypertension                


                  VI.c
                
VI - Pulmonary vasculopathies

                    VI.c - Pulmonary veno-occlusive disease                


                  VI.f
                
VI - Pulmonary vasculopathies

                    VI.f - Hemolytic and uremic syndrome (HUS). See also under Xaf                


                  VI.p
                
VI - Pulmonary vasculopathies

                    VI.p - Angiomatoid pulmonary vasculopathy                


                  VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma                


                  X.k
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.k - Sarcoid-like granulomatosis (endo-/extrathoracic)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.i
                
XV - Pathology

                    XV.i - Path: Pneumocyte atypia (reactive epithelial cells) (a.k.a. the ""Napoleon Hat"" sign)                


                  XV.ak
                
XV - Pathology

                    XV.ak - Path: Pulmonary veno-occlusive disease (PVOD)",5746,Pneumotox_only,mitomycin c,False,"[529, 1570]"
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,Morphine,"I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.d
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.d - Pulmonary edema, cardiogenic                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VI.a
                
VI - Pulmonary vasculopathies

                    VI.a - Pulmonary embolism - Venous thrombosis/thromboembolism                


                  VIII.e
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.e - Laryngospasm (a.k.a. laryngismus)                


                  IX.c
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.c - Chest wall muscle rigidity - Stiff/wooden chest                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea                


                  IX.p
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.p - Disordered breathing during sleep - Sleep apnea                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure                


                  XII.e
                
XII - Cardiovascular involvement / toxicity

                    XII.e - Takotsubo (stress) cardiomyopathy                


                  XV.g
                
XV - Pathology

                    XV.g - Path: Alveolar hemorrhage (see also IIIa)                


                  XV.w
                
XV - Pathology

                    XV.w - Path: Pulmonary edema (see also II/IIa)",5288826,Both,morphine,False,"[535, 1447]"
c1ccc2ccccc2c1,Mothballs,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",931,Pneumotox_only,mothballs,False,"[536, 553]"
CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O,Neocarzinostatin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",57125363,Pneumotox_only,neocarzinostatin,False,"[556, 891]"
CN1CCCC1c1cccnc1,Nicotine,"II.q
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.q - Respiratory distress or failure, not otherwise specified                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XI.bd
                
XI - Miscellaneous

                    XI.bd - Nicotine poisoning                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.l
                
XII - Cardiovascular involvement / toxicity

                    XII.l - Cardiac arrhythmias or dysrhythmias (AF, VT, VF, TdP)                


                  XII.m
                
XII - Cardiovascular involvement / toxicity

                    XII.m - Cardiac- cardiorespiratory/pulmonary arrest                


                  XII.ag
                
XII - Cardiovascular involvement / toxicity

                    XII.ag - Bradycardia",89594,Both,nicotine,False,"[563, 1605]"
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,Nitrofurantoin,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.r
                
I - Interstitial/parenchymal lung disease

                    I.r - An imaging pattern consistent with DIP                


                  I.v
                
I - Interstitial/parenchymal lung disease

                    I.v - Abnormal lung function/pulmonary physiology (PFTs) without necessarily imaging or clinical evidence                


                  I.ax
                
I - Interstitial/parenchymal lung disease

                    I.ax - Chronic pneumonitis                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.j
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.j - Transient pulmonary opacities/infiltrates (see also under Iav)                


                  III.a
                
III - Pulmonary/alveolar./airway hemorrhage/bleeding

                    III.a - Alveolar hemorrhage (AH), diffuse AH (DAH)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.ae
                
IV - Airway involvement

                    IV.ae - Tracheobronchitis-like clinical pattern                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)                


                  V.b
                
V - Pleural and/or pericardial involvement

                    V.b - Eosinophilic pleural effusion                


                  V.d
                
V - Pleural and/or pericardial involvement

                    V.d - Pleural/pericardial effusion, ANA positive (DI lupus)                


                  V.i
                
V - Pleural and/or pericardial involvement

                    V.i - Pleuritis (can cause chest pain)                


                  VI.d
                
VI - Pulmonary vasculopathies

                    VI.d - Pulmonary vasculitis or capillaritis                


                  VII.a
                
VII - Mediastinal involvement

                    VII.a - Lymphadenopathy (intrathoracic)                


                  VIII.b
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.b - Hematoma of/around central airway wall potentially causing UAO                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.d
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.d - Lupus - Lupus syndrome (see also Vd)                


                  X.e
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.e - Autoimmunity-Autoimmune conditions (+ANA, +anti-ds-DNA, +ANCAs, other auto-Abs)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.s
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.s - Vasculitis, pulmonary (w/wo AH), extrapulmonary, systemic: ANCA-positive                


                  XI.b
                
XI - Miscellaneous

                    XI.b - Chest pain (acute or subacute), lone or prominent                


                  XI.c
                
XI - Miscellaneous

                    XI.c - Pleuritic chest pain                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.b
                
XV - Pathology

                    XV.b - Path: Eosinophilic pneumonia (subacute or acute)  (see also Ic)                


                  XV.c
                
XV - Pathology

                    XV.c - Path: Organizing pneumonia (OP/BOOP) pattern (see also Id)                


                  XV.e
                
XV - Pathology

                    XV.e - Path: ILD with a granulomatous component (see also Im)                


                  XV.f
                
XV - Pathology

                    XV.f - Path: Diffuse alveolar damage (DAD-pattern) (see also IL)                


                  XV.h
                
XV - Pathology

                    XV.h - Path: NSIP-fibrotic pattern                


                  XV.j
                
XV - Pathology

                    XV.j - Path: Pulmonary fibrosis (UIP-pattern)                


                  XV.k
                
XV - Pathology

                    XV.k - Path: Desquamative interstitial pneumonia (DIP-pattern)                


                  XV.x
                
XV - Pathology

                    XV.x - Path: Acute/subacute bronchiolitis (see also IVc, IVi)                


                  XV.ac
                
XV - Pathology

                    XV.ac - Path: Pulmonary vasculitis other than capillaritis                


                  XV.af
                
XV - Pathology

                    XV.af - Path: Granulomatous pulmonary vasculitis                


                  XV.bi
                
XV - Pathology

                    XV.bi - Path: Giant-cell interstitial pneumonia (GIP)-pattern                


                  XV.bl
                
XV - Pathology

                    XV.bl - Path: Resolving alveolar damage                


                  XVI.b
                
XVI - Imaging

                    XVI.b - Imaging: Ground-glass opacities (GGO) / shadowing                


                  XVI.f
                
XVI - Imaging

                    XVI.f - Imaging: Bibasilar opacities/shadowing                


                  XVI.l
                
XVI - Imaging

                    XVI.l - Imaging: Peribronchovascular areas of consolidation                


                  XVI.bc
                
XVI - Imaging

                    XVI.bc - Imaging: Intrathoracic lymph node enlargement                


                  XVI.bp
                
XVI - Imaging

                    XVI.bp - Imaging: Reverse ventilation-perfusion mismatch",6604200,Both,nitrofurantoin,False,"[575, 1611, 1612]"
CN(CCCl)CCCl,Nitrogen mustard,"II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  IV.w
                
IV - Airway involvement

                    IV.w - Plugs/casts in the airways                


                  VIII.c
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.c - Upper airway obstruction other than angioedema or hematoma",4033,Pneumotox_only,nitrogen mustard,False,"[576, 1524]"
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,Paclitaxel,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  I.l
                
I - Interstitial/parenchymal lung disease

                    I.l - Diffuse alveolar damage (DAD) (see alsoo under IIb and XVf)                


                  I.w
                
I - Interstitial/parenchymal lung disease

                    I.w - Rapidly progressive ILD/pulmonary fibrosis (Hamman-Rich syndrome)                


                  I.ad
                
I - Interstitial/parenchymal lung disease

                    I.ad - Radiation recall pneumonitis                


                  II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  II.j
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.j - Transient pulmonary opacities/infiltrates (see also under Iav)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  VII.d
                
VII - Mediastinal involvement

                    VII.d - Fibrosing mediastinitis                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)                


                  XII.g
                
XII - Cardiovascular involvement / toxicity

                    XII.g - Coronary artery disease (acute) - Myocardial ischemia/infarction                


                  XII.s
                
XII - Cardiovascular involvement / toxicity

                    XII.s - Heart block (bundle branch- or AV-)                


                  XV.a
                
XV - Pathology

                    XV.a - Path: NSIP-cellular pattern (see also Ia, Ib)                


                  XV.h
                
XV - Pathology

                    XV.h - Path: NSIP-fibrotic pattern",36314,Both,paclitaxel,False,"[602, 899]"
NCCC(O)(P(=O)(O)O)P(=O)(O)O,Pamidronate,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)",4674,Pneumotox_only,pamidronate,False,"[605, 1656]"
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,Penicillins,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)                


                  VI.d
                
VI - Pulmonary vasculopathies

                    VI.d - Pulmonary vasculitis or capillaritis                


                  VII.a
                
VII - Mediastinal involvement

                    VII.a - Lymphadenopathy (intrathoracic)                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.h
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.h - Eosinophilic granulomatosis with polyangiitis (Churg-Strauss)                


                  X.m
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.m - Vascultis (pulmonary, extrathoracic or systemic)-ANCA status unknown or negative)                


                  X.t
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.t - Jarisch-Herxheimer reaction",2349,Pneumotox_only,penicillins,False,"[621, 1673]"
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Pentoxifyllin,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",4740,Pneumotox_only,pentoxifyllin,False,"[625, 1683]"
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,Pepleomycin,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.g
                
I - Interstitial/parenchymal lung disease

                    I.g - Pulmonary fibrosis                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury",6852373,Pneumotox_only,pepleomycin,False,"[626, 627]"
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,Piperacilline,"I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.c
                
I - Interstitial/parenchymal lung disease

                    I.c - Eosinophilic pneumonia (pulmonary infiltrates and eosinophilia)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  IV.aa
                
IV - Airway involvement

                    IV.aa - Occupational asthma                


                  VIII.a
                
VIII - Central-large-upper airway (incl. pharyngeal-nasal) involvement

                    VIII.a - Angioedema (may cause UAO, asphyxia and death)                


                  X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)                


                  X.g
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.g - Hypersensitivity reaction (may manifest with fever and/or skin, throat or airway involvement)",43672,Pneumotox_only,piperacilline,False,"[648, 1701]"
NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,Pitressin,"IV.f
                
IV - Airway involvement

                    IV.f - Severe or catastrophic bronchospasm or asthma attack (can be fatal)",644077,Pneumotox_only,pitressin,False,"[654, 865, 969, 1927]"
CCCNC(C)C(=O)Nc1ccccc1C,Prilocaine,"XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",4906,Both,prilocaine,False,"[671, 684]"
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,Prostaglandin E1,"IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  V.a
                
V - Pleural and/or pericardial involvement

                    V.a - Pleural effusion (uni- or bilateral) (can accompany DI-LDs)",5280723,Pneumotox_only,prostaglandin e1,False,"[692, 942]"
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,Prostaglandin F2-alpha,"II.a
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.a - Pulmonary edema, noncardiogenic (NCPE)                


                  IV.a
                
IV - Airway involvement

                    IV.a - Bronchospasm - Wheezing - Asthma                


                  XII.a
                
XII - Cardiovascular involvement / toxicity

                    XII.a - Left or biventricular dysfunction/failure",5280363,Pneumotox_only,prostaglandin f2-alpha,False,"[693, 1187]"
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,Succinylcholine,"IX.a
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.a - Diaphragm/inspiratory muscle weakness/paralysis (w/wo ARF)                


                  IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  IX.i
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.i - Respiratory arrest - Apnea                


                  IX.k
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.k - Trismus (lockjaw)                


                  XI.r
                
XI - Miscellaneous

                    XI.r - Death following exposure or poisoning                


                  XII.n
                
XII - Cardiovascular involvement / toxicity

                    XII.n - Cardiovascular collapse - Cardiogenic shock - Hypotension",5314,Both,succinylcholine,False,"[769, 785]"
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,Tacrolimus (FK506),"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  I.d
                
I - Interstitial/parenchymal lung disease

                    I.d - Organizing pneumonia pattern (an area or areas of consolidation on imaging)                


                  I.e
                
I - Interstitial/parenchymal lung disease

                    I.e - Acute eosinophilic pneumonia (AEP)                


                  II.b
                
II - Pulmonary edema - Acute lung injury - ARDS

                    II.b - ARDS - Acute lung injury                


                  VI.f
                
VI - Pulmonary vasculopathies

                    VI.f - Hemolytic and uremic syndrome (HUS). See also under Xaf                


                  X.af
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.af - Thrombotic microangiopathy                


                  XVII.b
                
XVII - Infections & related conditions

                    XVII.b - Opportunistic pulmonary/systemic infections                


                  XVII.e
                
XVII - Infections & related conditions

                    XVII.e - Pneumocystis jiroveci pneumonia",445643,Pneumotox_only,tacrolimus (fk506),False,"[789, 1809]"
CCCCCCCCCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)O)NC2=O)OC(CO)C(O)C1O,Teicoplanin,"X.a
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.a - DRES syndrome - DRESS-like reaction",133065662,Pneumotox_only,teicoplanin,False,"[799, 1823]"
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,Thiopental,"IX.d
                
IX - Neuromuscular / CNS involvement - Disordered breathing (during sleep)

                    IX.d - Respiratory failure from ventilatory depression (due to neuromuscular blockade/paralysis)                


                  X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",3000715,Pneumotox_only,thiopental,False,"[822, 823]"
CC(S)C(=O)NCC(=O)O,Tiopronine,"I.a
                
I - Interstitial/parenchymal lung disease

                    I.a - Pneumonitis (ILD), acute and/or severe (may cause ARDS)                


                  I.b
                
I - Interstitial/parenchymal lung disease

                    I.b - Pneumonitis (ILD)                


                  IV.c
                
IV - Airway involvement

                    IV.c - Obliterative bronchiolitis (a pattern consistent with) (see also IVn, XVx)                


                  X.j
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.j - Myopathy-Myositis-Polymyositis (see also under Xba)                


                  XI.t
                
XI - Miscellaneous

                    XI.t - Yellow nail syndrome",5483,Pneumotox_only,tiopronine,False,"[829, 1868]"
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,Vitamin K,"X.f
                
X - Systemic/Distant conditions, syndromes and reactions

                    X.f - Anaphylaxis-Anaphylactoid reaction (can be fatal)",5280483,Pneumotox_only,vitamin k,False,"[880, 1695]"
CCN(CC)CC(=O)Nc1c(C)cccc1C,Xylocaine,,3676,Pneumotox_only,xylocaine,False,"[886, 1483]"
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Zopiclone,"XI.a
                
XI - Miscellaneous

                    XI.a - Cyanosis, a low SpO2 and normal measured PaO2                


                  XIV.a
                
XIV - Hemoglobinopathies - Abnormal hemoglobin states (acquired)

                    XIV.a - Methemoglobinemia",5735,Both,zopiclone,False,"[897, 1262]"
CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,"4r,6r-dorzolamide",ADReCS: Bronchial disorders (excl neoplasms),92087,ADReCS_only,"4r,6r-dorzolamide",False,"[902, 1199]"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,Arformoterol,ADReCS: Bronchial disorders (excl neoplasms),3083544,ADReCS_only,arformoterol,False,"[965, 1319]"
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,Armodafinil,ADReCS: Thoracic disorders (excl lung and pleura),9690109,ADReCS_only,armodafinil,False,"[971, 1574]"
