Drug_Name,Pattern,PubChem_ID,Source,norm,SMILES
Nitrofurantoin (macrocrystals),ADReCS: Respiratory disorders NEC,6604200,ADReCS_only,nitrofurantoin (macrocrystals),C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
Nitrous oxide,ADReCS: Cardio-respiratory arrest,948,ADReCS_only,nitrous oxide,[N-]=[N+]=O
Nizatidine,ADReCS: Bronchial disorders (excl neoplasms),3033637,ADReCS_only,nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
Norepinephrine,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),439260,ADReCS_only,norepinephrine,C1=CC(=C(C=C1C(CN)O)O)O
Norepinephrine bitartrate,ADReCS: Respiratory signs and symptoms NEC,3047796,ADReCS_only,norepinephrine bitartrate,C1=CC(=C(C=C1C(CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O
Norethindrone acetate,ADReCS: Asthma; Respiratory signs and symptoms NEC,5832,ADReCS_only,norethindrone,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C
Norfloxacin,ADReCS: Respiratory signs and symptoms NEC,4539,ADReCS_only,norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Nortriptyline,ADReCS: Respiratory disorders NEC,4543,ADReCS_only,nortriptyline,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
Nuvaring,ADReCS: Bronchitis,9960701,ADReCS_only,nuvaring,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
Nystatin,ADReCS: Bronchial disorders (excl neoplasms),11286230,ADReCS_only,nystatin,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
Obeticholic acid,ADReCS: Acute respiratory failure,447715,ADReCS_only,obeticholic acid,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O
Obiltoxaximab,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,obiltoxaximab,
Ofloxacin,ADReCS: Bacterial upper respiratory tract infections,4583,ADReCS_only,ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Olanzapine pamoate,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),135566032,ADReCS_only,olanzapine pamoate,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O
Olmesartan medoxomil,ADReCS: Bronchitis,130881,ADReCS_only,olmesartan medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
Olodaterol,ADReCS: Bronchial disorders (excl neoplasms),11504295,ADReCS_only,olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O
Olopatadine,ADReCS: Respiratory tract infections; Thoracic disorders (excl lung and pleura),5281071,ADReCS_only,olopatadine,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
Omacetaxine mepesuccinate,ADReCS: Thoracic disorders (excl lung and pleura),285033,ADReCS_only,omacetaxine mepesuccinate,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
Omega-3-acid ethyl esters,ADReCS: Asthma,9831414,ADReCS_only,omega-3-acid ethyl esters,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC
Omega-3-carboxylic acids,ADReCS: Respiratory tract infections,446284,ADReCS_only,omega-3-carboxylic acids,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
Onabotulinumtoxina,ADReCS: Bronchitis,Not Available,ADReCS_only,onabotulinumtoxina,
Ondansetron,ADReCS: Acute respiratory failure; Bronchial disorders (excl neoplasms),4595,ADReCS_only,ondansetron,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
Opicapone,"ADReCS: Respiratory, thoracic and mediastinal disorders",135565903,ADReCS_only,opicapone,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
Optimark,ADReCS: Asthma,6435809,ADReCS_only,optimark,COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
Orciprenaline,ADReCS: Asthma,4086,ADReCS_only,orciprenaline,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
Oritavancin,ADReCS: Bronchial disorders (excl neoplasms),16136912,ADReCS_only,oritavancin,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=C(C(=CC(=C4)O)O)C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C(C=C1)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)O)C(=O)O)(C)N)O
Orlistat,ADReCS: Asthma,3034010,ADReCS_only,orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
Oseltamivir,ADReCS: Asthma,65028,ADReCS_only,oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
Oseltamivir acid,ADReCS: Acute respiratory distress syndrome,449381,ADReCS_only,oseltamivir acid,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O
Ospemifene,ADReCS: Pulmonary embolism,3036505,ADReCS_only,ospemifene,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
Oxacillin,ADReCS: Bronchial disorders (excl neoplasms),6196,ADReCS_only,oxacillin,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Oxandrolone,ADReCS: Bronchial disorders (excl neoplasms),5878,ADReCS_only,oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
Oxazepam,ADReCS: Respiratory acidoses,4616,ADReCS_only,oxazepam,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
Oxcarbazepine,ADReCS: Asthma,34312,ADReCS_only,oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
Magnesium oxide,ADReCS: Interstitial lung disease,14792,ADReCS_only,oxide,O=[Mg]
Oxidronic acid,ADReCS: Respiratory signs and symptoms NEC,27304,ADReCS_only,oxidronic acid,C(O)(P(=O)(O)O)P(=O)(O)O
Oxtriphylline,ADReCS: Bronchial disorders (excl neoplasms),656652,ADReCS_only,oxtriphylline,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
Oxybutynin,ADReCS: Asthma,4634,ADReCS_only,oxybutynin,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
Oxygen,ADReCS: Acute pulmonary oedema,977,ADReCS_only,oxygen,O=O
Oxymetholone,"ADReCS: Respiratory, thoracic and mediastinal disorders",5281034,ADReCS_only,oxymetholone,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
Oxytetracycline,"ADReCS: Respiratory, thoracic and mediastinal disorders",54675779,ADReCS_only,oxytetracycline,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
Ozanimod,ADReCS: Asthma,52938427,ADReCS_only,ozanimod,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CCC(C4=CC=C3)NCCO)C#N
Pacritinib,"ADReCS: Respiratory, thoracic and mediastinal disorders",46216796,ADReCS_only,pacritinib,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2
Paliperidone palmitate,ADReCS: Respiratory tract infections,9852746,ADReCS_only,paliperidone palmitate,CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C
Palonosetron,ADReCS: Lower respiratory tract signs and symptoms; Thoracic disorders (excl lung and pleura),6337614,ADReCS_only,palonosetron,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5
Pamidronate disodium,ADReCS: Respiratory tract infections,73351,ADReCS_only,pamidronate disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
Pamidronic acid,ADReCS: Acute respiratory distress syndrome,4674,ADReCS_only,pamidronic acid,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
Pancuronium bromide,ADReCS: Bronchial disorders (excl neoplasms),27350,ADReCS_only,pancuronium bromide,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
Panobinostat lactate,ADReCS: Bronchial disorders (excl neoplasms),23725423,ADReCS_only,panobinostat lactate,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO.CC(C(=O)O)O
Pantoprazole,ADReCS: Asthma; Respiratory tract infections,4679,ADReCS_only,pantoprazole,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC
Papaverine hydrochloride,ADReCS: Respiratory disorders NEC,6084,ADReCS_only,papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl
Parathyroid hormone,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,parathyroid hormone,
Parecoxib,ADReCS: Bronchial disorders (excl neoplasms),119828,ADReCS_only,parecoxib,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
Paricalcitol,ADReCS: Acute pulmonary oedema,5281104,ADReCS_only,paricalcitol,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
Paroxetine hydrochloride hemihydrate,ADReCS: Asthma,9843029,ADReCS_only,paroxetine hemihydrate,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.O.Cl
Paroxetine impurity a,ADReCS: Asthma,3038120,ADReCS_only,paroxetine impurity a,C1CNCC(C1C2=CC=CC=C2)COC3=CC4=C(C=C3)OCO4
Pasireotide,ADReCS: Respiratory tract infections,9941444,ADReCS_only,pasireotide,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN
Pasireotide diaspartate,ADReCS: Respiratory tract infections,70788982,ADReCS_only,pasireotide diaspartate,C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN.C(C(C(=O)O)N)C(=O)O.C(C(C(=O)O)N)C(=O)O
Pegaptanib,ADReCS: Bronchitis,56603655,ADReCS_only,pegaptanib,COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
Pegaspargase,ADReCS: Bronchial disorders (excl neoplasms),436058,ADReCS_only,pegaspargase,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C
Peginesatide,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,peginesatide,
Peginterferon alfa-2a,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,peginterferon alfa-2a,
Peginterferon alfa-2b,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,peginterferon alfa-2b,
Pegvisomant,ADReCS: Respiratory tract infections,Not Available,ADReCS_only,pegvisomant,
Pemetrexed disodium,ADReCS: Interstitial lung disease,135413520,ADReCS_only,pemetrexed disodium,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+]
Pemirolast,ADReCS: Bronchitis,57697,ADReCS_only,pemirolast,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
Penbutolol,ADReCS: Respiratory tract infections,37464,ADReCS_only,penbutolol,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
Penciclovir,"ADReCS: Respiratory, thoracic and mediastinal disorders",135398748,ADReCS_only,penciclovir,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
Penicillin g,ADReCS: Bronchial disorders (excl neoplasms),5904,ADReCS_only,penicillin g,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
Penicillin g benzathine,ADReCS: Pulmonary embolism,656811,ADReCS_only,penicillin g benzathine,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2.O.O.O.O
Penicillin g procaine,"ADReCS: Respiratory, thoracic and mediastinal disorders",22502,ADReCS_only,penicillin g procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
Penicillin v,"ADReCS: Respiratory signs and symptoms NEC; Respiratory, thoracic and mediastinal disorders",6869,ADReCS_only,penicillin v,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
Pentamidine isethionate,ADReCS: Asthma,8813,ADReCS_only,pentamidine isethionate,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
Pentazocine lactate,ADReCS: Respiratory signs and symptoms NEC,656697,ADReCS_only,pentazocine lactate,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O.CC(C(=O)O)O
Pentetate calcium trisodium,ADReCS: Bronchial disorders (excl neoplasms),25513,ADReCS_only,pentetate trisodium,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Ca+2]
Pentetic acid,ADReCS: Bronchial disorders (excl neoplasms),3053,ADReCS_only,pentetic acid,C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O
Pentosan polysulfate,ADReCS: Respiratory tract infections,37720,ADReCS_only,pentosan polysulfate,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
Pentostatin,ADReCS: Asthma,439693,ADReCS_only,pentostatin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
Pentoxifylline,ADReCS: Bronchial disorders (excl neoplasms),4740,ADReCS_only,pentoxifylline,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
Perflutren,ADReCS: Bronchial disorders (excl neoplasms),6432,ADReCS_only,perflutren,C(C(F)(F)F)(C(F)(F)F)(F)F
Periciazine,ADReCS: Asthma,4747,ADReCS_only,periciazine,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
Perindopril erbumine,ADReCS: Asthma,441313,ADReCS_only,perindopril erbumine,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O.CC(C)(C)N
Perindoprilat,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),72022,ADReCS_only,perindoprilat,CCCC(C(=O)O)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
Perphenazine,ADReCS: Asthma,4748,ADReCS_only,perphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
Pexidartinib,ADReCS: Bronchial disorders (excl neoplasms),25151352,ADReCS_only,pexidartinib,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
Phenelzine,ADReCS: Respiratory depression; Respiratory signs and symptoms NEC,3675,ADReCS_only,phenelzine,C1=CC=C(C=C1)CCNN
Phenoxybenzamine,"ADReCS: Respiratory, thoracic and mediastinal disorders",4768,ADReCS_only,phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
Phentolamine,"ADReCS: Respiratory, thoracic and mediastinal disorders; Thoracic disorders (excl lung and pleura)",5775,ADReCS_only,phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
Phenytoin,ADReCS: Acute respiratory failure; Respiratory disorders NEC,1775,ADReCS_only,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
Phosphonatoformate,ADReCS: Bronchial disorders (excl neoplasms),3414,ADReCS_only,phosphonatoformate,C(=O)([O-])P(=O)([O-])[O-]
Phytonadione,ADReCS: Respiratory disorders NEC,5284607,ADReCS_only,phytonadione,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
Pilocarpine hydrochloride,ADReCS: Bronchial disorders (excl neoplasms),5909,ADReCS_only,pilocarpine,CCC1C(COC1=O)CC2=CN=CN2C.Cl
Pimavanserin,ADReCS: Bronchial disorders (excl neoplasms),10071196,ADReCS_only,pimavanserin,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
Pimecrolimus,ADReCS: Asthma,6447131,ADReCS_only,pimecrolimus,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C
Pimozide,ADReCS: Respiratory signs and symptoms NEC,16362,ADReCS_only,pimozide,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
Pinaverium bromide,"ADReCS: Respiratory, thoracic and mediastinal disorders",40703,ADReCS_only,pinaverium bromide,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-]
Piperacillin,"ADReCS: Respiratory, thoracic and mediastinal disorders",43672,ADReCS_only,piperacillin,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Pirbuterol,ADReCS: Bronchial disorders (excl neoplasms),4845,ADReCS_only,pirbuterol,CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O
Pixantrone,ADReCS: Bronchitis,134019,ADReCS_only,pixantrone,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN
Plerixafor,ADReCS: Respiratory signs and symptoms NEC,65015,ADReCS_only,plerixafor,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3
Plerixafor octahydrochloride,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),65014,ADReCS_only,plerixafor octahydrochloride,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl
Polidocanol,ADReCS: Asthma,656641,ADReCS_only,polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Polyethylene glycol 3350,ADReCS: Respiratory tract and thoracic imaging procedures,174,ADReCS_only,polyethylene glycol 3350,C(CO)O
Polymyxin b,ADReCS: Respiratory disorders NEC,49800004,ADReCS_only,polymyxin b,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O
Polyoxyethylene,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),Not Available,ADReCS_only,polyoxyethylene,
Sodium polystyrene sulfonate,ADReCS: Bronchitis,75905,ADReCS_only,polystyrene sulfonate,C=CC1=CC=C(C=C1)S(=O)(=O)O
Ponesimod,ADReCS: Respiratory signs and symptoms NEC,Not Available,ADReCS_only,ponesimod,
Poractant alfa,ADReCS: Bronchopulmonary dysplasia,Not Available,ADReCS_only,poractant alfa,
Porfimer,ADReCS: Bronchial conditions NEC,135577896,ADReCS_only,porfimer,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4C)C(C)OC(C)C6=C(C7=CC8=C(C(=C(N8)C=C9C(=C(C(=N9)C=C1C(=C(C(=N1)C=C6N7)C)CCC(=O)O)CCC(=O)O)C)C)C(C)O)C)C(=C3CCC(=O)O)C)CCC(=O)O
Posaconazole,ADReCS: Acute respiratory distress syndrome,468595,ADReCS_only,posaconazole,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
Pralatrexate,ADReCS: Cardio-respiratory arrest,148121,ADReCS_only,pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Pralidoxime chloride,ADReCS: Respiratory disorders NEC,54072659,ADReCS_only,pralidoxime chloride,C[N+]1=CC=CC=C1CN=O
Pramipexole dihydrochloride,ADReCS: Asthma,119569,ADReCS_only,pramipexole dihydrochloride,CCCNC1CCC2=C(C1)SC(=N2)N.Cl.Cl
Pramlintide,ADReCS: Respiratory tract infections,70691388,ADReCS_only,pramlintide,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N
Prasterone,ADReCS: Respiratory disorders NEC,5881,ADReCS_only,prasterone,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
Prednisolone,"ADReCS: Acute respiratory distress syndrome; Lower respiratory tract disorders (excl obstruction and infection); Respiratory, thoracic and mediastinal disorders",5755,ADReCS_only,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
Procaine,ADReCS: Respiratory arrest; Respiratory disorder,4914,ADReCS_only,procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
Prochlorperazine,ADReCS: Asthma,4917,ADReCS_only,prochlorperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
Prochlorperazine edisylate,ADReCS: Asthma,91499,ADReCS_only,prochlorperazine edisylate,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(CS(=O)(=O)O)S(=O)(=O)O
Promethazine,ADReCS: Asthma,4927,ADReCS_only,promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
Propagermanium,ADReCS: Acute respiratory distress syndrome,83030,ADReCS_only,propagermanium,C(C[Ge](=O)O[Ge](=O)CCC(=O)O)C(=O)O
Propantheline,ADReCS: Respiratory signs and symptoms NEC,4934,ADReCS_only,propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
Proparacaine,ADReCS: Respiratory signs and symptoms NEC,4935,ADReCS_only,proparacaine,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
Propoxyphene napsylate,ADReCS: Cardio-respiratory arrest,28332,ADReCS_only,propoxyphene napsylate,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
Propylthiouracil,ADReCS: Acute respiratory distress syndrome,657298,ADReCS_only,propylthiouracil,CCCC1=CC(=O)NC(=S)N1
Prucalopride,ADReCS: Thoracic disorders (excl lung and pleura),3052762,ADReCS_only,prucalopride,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl
Pyridostigmine bromide,ADReCS: Lower respiratory tract signs and symptoms,7550,ADReCS_only,pyridostigmine bromide,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
Quinaprilat,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),107994,ADReCS_only,quinaprilat,CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O
Quinidine gluconate,ADReCS: Bronchial disorders (excl neoplasms),94328,ADReCS_only,quinidine gluconate,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
Quinine dihydrochloride,ADReCS: Asthma,91429,ADReCS_only,quinine dihydrochloride,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Cl.Cl
Rabeprazole,ADReCS: Asthma; Interstitial lung disease,5029,ADReCS_only,rabeprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
Rabies virus immune globulin (human),"ADReCS: Respiratory, thoracic and mediastinal disorders",Not Available,ADReCS_only,rabies virus immune globulin (human),
Radium ra-223 dichloride,ADReCS: Acute respiratory distress syndrome,Not Available,ADReCS_only,radium ra-223 dichloride,
Ramelteon,ADReCS: Interstitial lung disease,208902,ADReCS_only,ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
Ramiprilat,ADReCS: Lower respiratory tract disorders (excl obstruction and infection),5464096,ADReCS_only,ramiprilat,CC(C(=O)N1C2CCCC2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O
